Reporting_Economy,ProductSector,Partner_Economy,2016,2017,2018,2019,2020,2021,2022
Mexico,SI3_AGG - MI - Fuels and mining products,World,26125,31682,40032,34752,27913,39733,
Mexico,SI3_AGG - MIFU - Fuels,World,18035,22549,29600,24512,16023,27395,
Mexico,SI3_AGG - MA - Manufactures,World,302625,329094,358293,368436,330262,378577,
Mexico,SI3_AGG - MAIS - Iron and steel,World,2729,3523,4288,3674,3209,5409,
Mexico,SI3_AGG - MACH - Chemicals,World,12638,13175,14020,13598,13341,15524,
Mexico,SI3_AGG - MACHPH - Pharmaceuticals,World,1583,1328,1538,1450,1379,1787,
Mexico,SI3_AGG - MAMT - Machinery and transport equipment,World,229387,251701,276126,286272,253432,286538,
Mexico,SI3_AGG - MAMTOF - Office and telecom equipment,World,61389,66720,69676,69747,67570,73470,
Mexico,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,22715,25224,31238,34830,34296,37949,
Mexico,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,35430,38664,35670,32069,29739,30632,
Mexico,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,3244,2833,2768,2848,3535,4889,
Mexico,SI3_AGG - MAMTTE - Transport equipment,World,101967,117843,130661,140143,115245,129231,
Mexico,SI3_AGG - MAMTAU - Automotive products,World,94850,108052,121781,127857,106456,117669,
Mexico,SI3_AGG - MATE - Textiles,World,2369,2535,2664,2732,2858,3282,
Mexico,SI3_AGG - MACL - Clothing,World,4260,4087,4233,4247,3557,4659,
"Micronesia, Federated States of",SI3_AGG - TO - Total merchandise,World,49,46,47,49,50,76,134
Middle East,SI3_AGG - TO - Total merchandise,World,819970,938773,1172492,1075148,811563,1154938,1635577
"Moldova, Republic of",SI3_AGG - TO - Total merchandise,World,2045,2425,2706,2779,2467,3144,4335
"Moldova, Republic of",SI3_AGG - AG - Agricultural products,World,938,1116,1151,1196,1048,1411,
"Moldova, Republic of",SI3_AGG - AGFO - Food,World,926,1105,1139,1186,1039,1399,
"Moldova, Republic of",SI3_AGG - MI - Fuels and mining products,World,27,47,48,37,52,112,
"Moldova, Republic of",SI3_AGG - MIFU - Fuels,World,7,18,18,10,14,16,
"Moldova, Republic of",SI3_AGG - MA - Manufactures,World,1079,1261,1506,1545,1367,1620,
"Moldova, Republic of",SI3_AGG - MAIS - Iron and steel,World,3,3,4,3,1,13,
"Moldova, Republic of",SI3_AGG - MACH - Chemicals,World,113,128,130,145,127,153,
"Moldova, Republic of",SI3_AGG - MACHPH - Pharmaceuticals,World,49,63,72,98,57,86,
"Moldova, Republic of",SI3_AGG - MAMT - Machinery and transport equipment,World,325,431,586,649,549,635,
"Moldova, Republic of",SI3_AGG - MAMTOF - Office and telecom equipment,World,6,7,6,7,8,10,
"Moldova, Republic of",SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,2,1,1,1,3,2,
"Moldova, Republic of",SI3_AGG - MAMTOTTL - Telecommunications equipment,World,3,4,4,4,2,2,
"Moldova, Republic of",SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,2,1,1,3,6,
"Moldova, Republic of",SI3_AGG - MAMTTE - Transport equipment,World,27,41,21,27,30,63,
"Moldova, Republic of",SI3_AGG - MAMTAU - Automotive products,World,22,21,18,19,23,58,
"Moldova, Republic of",SI3_AGG - MATE - Textiles,World,75,80,71,62,62,81,
"Moldova, Republic of",SI3_AGG - MACL - Clothing,World,244,278,309,277,241,276,
Mongolia,SI3_AGG - TO - Total merchandise,World,4916,6201,7012,7620,7576,9241,12540
Mongolia,SI3_AGG - AG - Agricultural products,World,369,449,575,545,367,504,
Mongolia,SI3_AGG - AGFO - Food,World,82,144,202,161,123,161,
Mongolia,SI3_AGG - MI - Fuels and mining products,World,3560,5029,6156,6448,5318,7618,
Mongolia,SI3_AGG - MIFU - Fuels,World,1317,2649,3210,3485,2281,3057,
Mongolia,SI3_AGG - MA - Manufactures,World,229,127,135,209,103,114,
Mongolia,SI3_AGG - MAIS - Iron and steel,World,1,1,0,0,0,1,
Mongolia,SI3_AGG - MACH - Chemicals,World,3,3,1,3,1,1,
Mongolia,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0,
Mongolia,SI3_AGG - MAMT - Machinery and transport equipment,World,138,39,51,113,35,43,
Mongolia,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,1,2,1,1,1,
Mongolia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,1,0,0,0,
Mongolia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,1,1,0,0,0,
Mongolia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0,
Mongolia,SI3_AGG - MAMTTE - Transport equipment,World,84,19,28,85,20,29,
Mongolia,SI3_AGG - MAMTAU - Automotive products,World,41,4,3,36,3,2,
Mongolia,SI3_AGG - MATE - Textiles,World,8,6,7,6,5,4,
Mongolia,SI3_AGG - MACL - Clothing,World,36,40,45,59,43,44,
Montenegro,SI3_AGG - TO - Total merchandise,World,361,421,472,465,419,515,742
Montenegro,SI3_AGG - AG - Agricultural products,World,92,89,89,94,91,114,
Montenegro,SI3_AGG - AGFO - Food,World,56,54,55,56,56,70,
Montenegro,SI3_AGG - MI - Fuels and mining products,World,171,211,242,228,188,264,
Montenegro,SI3_AGG - MIFU - Fuels,World,57,52,97,99,68,96,
Montenegro,SI3_AGG - MA - Manufactures,World,91,119,134,137,128,135,
Montenegro,SI3_AGG - MAIS - Iron and steel,World,16,20,22,21,15,8,
Montenegro,SI3_AGG - MACH - Chemicals,World,19,20,35,32,35,35,
Montenegro,SI3_AGG - MACHPH - Pharmaceuticals,World,11,13,25,25,28,27,
Montenegro,SI3_AGG - MAMT - Machinery and transport equipment,World,34,47,42,45,43,55,
Montenegro,SI3_AGG - MAMTOF - Office and telecom equipment,World,3,4,4,5,5,8,
Montenegro,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,1,1,1,1,1,
Montenegro,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2,1,1,3,4,5,
Montenegro,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,2,2,2,1,2,
Montenegro,SI3_AGG - MAMTTE - Transport equipment,World,11,24,16,18,16,13,
Montenegro,SI3_AGG - MAMTAU - Automotive products,World,8,5,10,12,13,10,
Montenegro,SI3_AGG - MATE - Textiles,World,0,0,0,0,1,1,
Montenegro,SI3_AGG - MACL - Clothing,World,1,1,2,2,2,3,
Montserrat,SI3_AGG - TO - Total merchandise,World,4,6,5,6,6,8,4
Montserrat,SI3_AGG - AG - Agricultural products,World,0,0,0,0,0,0,
Montserrat,SI3_AGG - AGFO - Food,World,0,0,0,0,0,0,
Montserrat,SI3_AGG - MI - Fuels and mining products,World,3,4,4,5,5,7,
Montserrat,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,1,
Montserrat,SI3_AGG - MA - Manufactures,World,1,2,1,1,1,1,
Montserrat,SI3_AGG - MAIS - Iron and steel,World,0,0,0,,,,
Montserrat,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0,
Montserrat,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0,
Montserrat,SI3_AGG - MAMT - Machinery and transport equipment,World,1,1,1,0,1,1,
Montserrat,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,0,0,0,
Montserrat,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0,
Montserrat,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,0,0,
Montserrat,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,,0,0,0,
Montserrat,SI3_AGG - MAMTTE - Transport equipment,World,0,0,0,0,0,0,
Montserrat,SI3_AGG - MAMTAU - Automotive products,World,0,0,0,0,0,0,
Montserrat,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0,
Montserrat,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0,
Morocco,SI3_AGG - TO - Total merchandise,World,22661,25272,28609,29132,27159,35843,41146
Morocco,SI3_AGG - AG - Agricultural products,World,4939,5534,5974,6394,6439,7403,
Morocco,SI3_AGG - AGFO - Food,World,4725,5275,5703,6104,6159,7101,
Morocco,SI3_AGG - MI - Fuels and mining products,World,1643,2013,2089,2040,1643,2377,
Morocco,SI3_AGG - MIFU - Fuels,World,190,232,294,443,133,240,
Morocco,SI3_AGG - MA - Manufactures,World,15963,17663,20508,20635,19031,26023,
Morocco,SI3_AGG - MAIS - Iron and steel,World,79,122,120,75,69,156,
Morocco,SI3_AGG - MACH - Chemicals,World,3592,4043,5066,4743,4960,8336,
Morocco,SI3_AGG - MACHPH - Pharmaceuticals,World,111,118,132,132,121,150,
Morocco,SI3_AGG - MAMT - Machinery and transport equipment,World,7559,8459,9814,10394,9365,11784,
Morocco,SI3_AGG - MAMTOF - Office and telecom equipment,World,531,570,627,732,546,722,
Morocco,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,41,39,35,37,33,31,
Morocco,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,28,37,57,172,140,204,
Morocco,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,462,493,535,523,373,486,
Morocco,SI3_AGG - MAMTTE - Transport equipment,World,3715,4121,4812,4923,4633,6440,
Morocco,SI3_AGG - MAMTAU - Automotive products,World,3130,3378,3881,3908,3608,5179,
Morocco,SI3_AGG - MATE - Textiles,World,465,454,442,420,489,447,
Morocco,SI3_AGG - MACL - Clothing,World,3003,3163,3362,3208,2542,3349,
Mozambique,SI3_AGG - TO - Total merchandise,World,3328,4725,5012,4669,3588,5583,8333
Mozambique,SI3_AGG - AG - Agricultural products,World,572,578,656,860,629,847,
Mozambique,SI3_AGG - AGFO - Food,World,519,510,627,775,590,779,
Mozambique,SI3_AGG - MI - Fuels and mining products,World,2001,3865,3873,3366,2602,3863,
Mozambique,SI3_AGG - MIFU - Fuels,World,935,2426,2419,2001,1259,2201,
Mozambique,SI3_AGG - MA - Manufactures,World,754,272,482,442,220,396,
Mozambique,SI3_AGG - MAIS - Iron and steel,World,1,1,12,18,24,40,
Mozambique,SI3_AGG - MACH - Chemicals,World,463,11,45,48,42,79,
Mozambique,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,4,0,
Mozambique,SI3_AGG - MAMT - Machinery and transport equipment,World,137,78,112,44,32,51,
Mozambique,SI3_AGG - MAMTOF - Office and telecom equipment,World,4,2,24,1,1,1,
Mozambique,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,0,0,0,0,1,
Mozambique,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,3,2,24,1,1,0,
Mozambique,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0,
Mozambique,SI3_AGG - MAMTTE - Transport equipment,World,100,50,31,15,12,20,
Mozambique,SI3_AGG - MAMTAU - Automotive products,World,14,13,8,8,6,12,
Mozambique,SI3_AGG - MATE - Textiles,World,2,6,6,6,8,11,
Mozambique,SI3_AGG - MACL - Clothing,World,2,2,5,6,5,3,
Myanmar,SI3_AGG - TO - Total merchandise,World,11831,13879,16614,17997,16692,15154,19607
Myanmar,SI3_AGG - AG - Agricultural products,World,4644,4781,4941,4727,5305,5438,
Myanmar,SI3_AGG - AGFO - Food,World,4357,4447,4637,4342,4826,4856,
Myanmar,SI3_AGG - MI - Fuels and mining products,World,3583,4259,4546,5406,4511,3677,
Myanmar,SI3_AGG - MIFU - Fuels,World,3287,3701,3626,4470,3427,3207,
Myanmar,SI3_AGG - MA - Manufactures,World,3356,4744,7125,7862,6875,6028,
Myanmar,SI3_AGG - MAIS - Iron and steel,World,136,353,257,224,331,308,
Myanmar,SI3_AGG - MACH - Chemicals,World,15,62,56,56,20,19,
Myanmar,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0,
Myanmar,SI3_AGG - MAMT - Machinery and transport equipment,World,665,742,694,557,898,453,
Myanmar,SI3_AGG - MAMTOF - Office and telecom equipment,World,191,30,101,120,105,148,
Myanmar,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,4,2,25,16,9,70,
Myanmar,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,187,26,73,101,84,74,
Myanmar,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,1,2,3,12,3,
Myanmar,SI3_AGG - MAMTTE - Transport equipment,World,56,514,390,202,65,174,
Myanmar,SI3_AGG - MAMTAU - Automotive products,World,7,6,15,19,7,24,
Myanmar,SI3_AGG - MATE - Textiles,World,67,61,106,51,62,55,
Myanmar,SI3_AGG - MACL - Clothing,World,1575,2435,4130,5053,4629,3914,
Namibia,SI3_AGG - TO - Total merchandise,World,4084,5229,7488,6256,5600,6696,7100
Namibia,SI3_AGG - AG - Agricultural products,World,985,1204,1334,1194,962,1231,
Namibia,SI3_AGG - AGFO - Food,World,948,1167,1286,1137,898,1149,
Namibia,SI3_AGG - MI - Fuels and mining products,World,1508,1426,2734,2629,2658,3052,
Namibia,SI3_AGG - MIFU - Fuels,World,48,80,43,43,72,157,
Namibia,SI3_AGG - MA - Manufactures,World,1585,2161,3074,2127,1582,1473,
Namibia,SI3_AGG - MAIS - Iron and steel,World,3,2,20,40,37,35,
Namibia,SI3_AGG - MACH - Chemicals,World,43,67,109,105,158,208,
Namibia,SI3_AGG - MACHPH - Pharmaceuticals,World,2,2,1,1,1,2,
Namibia,SI3_AGG - MAMT - Machinery and transport equipment,World,434,421,1147,455,245,172,
Namibia,SI3_AGG - MAMTOF - Office and telecom equipment,World,9,19,22,23,18,12,
Namibia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,3,6,5,10,4,2,
Namibia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,5,10,13,8,8,4,
Namibia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,3,4,5,6,7,
Namibia,SI3_AGG - MAMTTE - Transport equipment,World,329,316,1027,327,144,86,
Namibia,SI3_AGG - MAMTAU - Automotive products,World,58,92,109,78,65,63,
Namibia,SI3_AGG - MATE - Textiles,World,5,4,4,3,3,4,
Namibia,SI3_AGG - MACL - Clothing,World,2,1,1,1,1,2,
Nauru,SI3_AGG - TO - Total merchandise,World,18,15,9,19,72,121,117
Nepal,SI3_AGG - TO - Total merchandise,World,696,742,786,968,856,1684,1291
Nepal,SI3_AGG - AG - Agricultural products,World,202,222,245,453,459,1134,
Nepal,SI3_AGG - AGFO - Food,World,178,194,212,435,443,1118,
Nepal,SI3_AGG - MI - Fuels and mining products,World,11,13,18,15,8,16,
Nepal,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0,
Nepal,SI3_AGG - MA - Manufactures,World,482,506,518,492,388,515,
Nepal,SI3_AGG - MAIS - Iron and steel,World,44,49,52,32,13,6,
Nepal,SI3_AGG - MACH - Chemicals,World,48,45,39,38,38,48,
Nepal,SI3_AGG - MACHPH - Pharmaceuticals,World,7,9,7,9,13,15,
Nepal,SI3_AGG - MAMT - Machinery and transport equipment,World,6,8,8,9,7,6,
Nepal,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,5,2,1,0,3,
Nepal,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0,
Nepal,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,5,2,1,0,3,
Nepal,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0,
Nepal,SI3_AGG - MAMTTE - Transport equipment,World,3,2,4,3,6,2,
Nepal,SI3_AGG - MAMTAU - Automotive products,World,0,0,0,0,0,2,
Nepal,SI3_AGG - MATE - Textiles,World,230,250,259,270,219,303,
Nepal,SI3_AGG - MACL - Clothing,World,83,82,86,74,57,73,
Netherlands,SI3_AGG - TO - Total merchandise,World,570606,652065,726697,708596,674602,840032,965518
Netherlands,SI3_AGG - AG - Agricultural products,World,98746,106863,112264,110421,112427,129038,
Netherlands,SI3_AGG - AGFO - Food,World,82743,89676,93622,92395,94274,105864,
Netherlands,SI3_AGG - MI - Fuels and mining products,World,83207,105750,124629,114121,79441,134264,
Netherlands,SI3_AGG - MIFU - Fuels,World,65357,82038,97673,90919,59291,101605,
Netherlands,SI3_AGG - MA - Manufactures,World,383000,434826,486871,480898,478961,571059,
Netherlands,SI3_AGG - MAIS - Iron and steel,World,11584,13860,14959,12733,10736,16144,
Netherlands,SI3_AGG - MACH - Chemicals,World,92766,106366,125015,123217,123244,152042,
Netherlands,SI3_AGG - MACHPH - Pharmaceuticals,World,30550,35844,45625,49685,51399,53283,
Netherlands,SI3_AGG - MAMT - Machinery and transport equipment,World,187009,213418,234446,231290,233113,266815,
Netherlands,SI3_AGG - MAMTOF - Office and telecom equipment,World,95612,107706,112221,105462,112743,126104,
Netherlands,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,43498,40997,45224,42733,47024,53734,
Netherlands,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,43082,51008,49116,44491,47340,50161,
Netherlands,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,9032,15701,17881,18238,18379,22209,
Netherlands,SI3_AGG - MAMTTE - Transport equipment,World,33871,34446,37239,38926,35018,38779,
Netherlands,SI3_AGG - MAMTAU - Automotive products,World,21756,23753,25633,26159,21973,22742,
Netherlands,SI3_AGG - MATE - Textiles,World,5695,5171,6213,5994,6485,7362,
Netherlands,SI3_AGG - MACL - Clothing,World,9729,11031,13110,13777,13178,16537,
New Caledonia,SI3_AGG - TO - Total merchandise,World,1330,1561,1929,1700,1722,1829,2331
New Caledonia,SI3_AGG - AG - Agricultural products,World,10,9,11,9,10,12,
New Caledonia,SI3_AGG - AGFO - Food,World,9,8,10,8,9,8,
New Caledonia,SI3_AGG - MI - Fuels and mining products,World,643,729,807,763,869,936,
New Caledonia,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0,
New Caledonia,SI3_AGG - MA - Manufactures,World,656,799,1092,909,823,730,
New Caledonia,SI3_AGG - MAIS - Iron and steel,World,619,746,993,867,793,700,
New Caledonia,SI3_AGG - MACH - Chemicals,World,7,31,58,19,15,7,
New Caledonia,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0,
New Caledonia,SI3_AGG - MAMT - Machinery and transport equipment,World,24,18,37,19,12,18,
New Caledonia,SI3_AGG - MAMTOF - Office and telecom equipment,World,5,4,5,3,2,1,
New Caledonia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,3,1,2,0,1,0,
New Caledonia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,2,2,1,1,1,
New Caledonia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,1,1,2,0,0,
New Caledonia,SI3_AGG - MAMTTE - Transport equipment,World,13,6,25,7,3,10,
New Caledonia,SI3_AGG - MAMTAU - Automotive products,World,1,1,1,1,2,2,
New Caledonia,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0,
New Caledonia,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0,
New Zealand,SI3_AGG - TO - Total merchandise,World,33756,38075,39673,39517,38377,44777,45652
New Zealand,SI3_AGG - AG - Agricultural products,World,23718,27474,28823,29343,29212,54541,
New Zealand,SI3_AGG - AGFO - Food,World,19700,22980,23922,24930,25287,46327,
New Zealand,SI3_AGG - MI - Fuels and mining products,World,1500,1733,1906,1604,1199,2970,
New Zealand,SI3_AGG - MIFU - Fuels,World,481,617,742,575,292,781,
New Zealand,SI3_AGG - MA - Manufactures,World,7140,7204,7318,6981,7198,13487,
New Zealand,SI3_AGG - MAIS - Iron and steel,World,138,153,225,156,149,229,
New Zealand,SI3_AGG - MACH - Chemicals,World,1737,1775,1683,1672,1803,3424,
New Zealand,SI3_AGG - MACHPH - Pharmaceuticals,World,334,350,356,347,354,649,
New Zealand,SI3_AGG - MAMT - Machinery and transport equipment,World,2433,2381,2455,2362,2424,4609,
New Zealand,SI3_AGG - MAMTOF - Office and telecom equipment,World,360,432,458,454,421,795,
New Zealand,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,99,132,137,141,126,239,
New Zealand,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,200,199,222,210,208,358,
New Zealand,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,61,101,100,102,87,198,
New Zealand,SI3_AGG - MAMTTE - Transport equipment,World,643,517,435,470,721,1152,
New Zealand,SI3_AGG - MAMTAU - Automotive products,World,146,175,169,170,139,315,
New Zealand,SI3_AGG - MATE - Textiles,World,214,204,195,182,164,314,
New Zealand,SI3_AGG - MACL - Clothing,World,186,154,200,160,144,283,
Nicaragua,SI3_AGG - TO - Total merchandise,World,4782,5170,5014,5272,5087,6495,7360
Nicaragua,SI3_AGG - AG - Agricultural products,World,2060,2445,2373,2450,2521,3022,
Nicaragua,SI3_AGG - AGFO - Food,World,2026,2407,2335,2405,2472,2972,
Nicaragua,SI3_AGG - MI - Fuels and mining products,World,41,48,61,53,61,111,
Nicaragua,SI3_AGG - MIFU - Fuels,World,8,12,13,16,22,39,
Nicaragua,SI3_AGG - MA - Manufactures,World,2132,2104,2209,2271,1838,2492,
Nicaragua,SI3_AGG - MAIS - Iron and steel,World,2,3,4,6,4,17,
Nicaragua,SI3_AGG - MACH - Chemicals,World,39,43,51,66,47,73,
Nicaragua,SI3_AGG - MACHPH - Pharmaceuticals,World,9,11,14,29,14,30,
Nicaragua,SI3_AGG - MAMT - Machinery and transport equipment,World,682,614,570,534,408,619,
Nicaragua,SI3_AGG - MAMTOF - Office and telecom equipment,World,4,7,6,5,3,8,
Nicaragua,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,2,2,1,1,1,
Nicaragua,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2,2,2,2,1,1,
Nicaragua,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,3,3,2,1,5,
Nicaragua,SI3_AGG - MAMTTE - Transport equipment,World,7,10,16,8,4,8,
Nicaragua,SI3_AGG - MAMTAU - Automotive products,World,4,5,6,5,2,4,
Nicaragua,SI3_AGG - MATE - Textiles,World,41,41,35,36,100,97,
